"BehaviorSpace results (NetLogo 6.2.2)"
"groupFormation_identityPaper_reducedModel.nlogo"
"Step4.2_IndID-hetPar_RS36-40"
"12/31/2022 04:24:18:289 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-5","5","-5","5"
"[run number]","RS","Number_Of_Agents","HK_opinion_distribution?","Use_Present_Opinion?","Boundary_Distribution","Boundary_Mean","Boundary_STD","Conformity_Distribution","Conformity_Mean","Conformity_STD","Use_Identity?","Identity_Type","SPIRO_Distribution","SPIRO_Mean","SPIRO_STD","Identity_Levels","Minimum_SPIRO","Maximum_SPIRO","Proportion_Of_High_Covert_SPIRO","centroid_color?","N_centroids","killing_centroids?","avoid_seed_control?","updating","set-seed?","polar_repeats","Normalize_Distances?","Y-opinion","X-opinion","Number_Of_Opinion_Dimensions","model","max-ticks","Centroids_change","polarisation-each-n-steps","show_dice_rolls?","ESBG_furthest_out","[step]","ticks","precision diversity 3","precision extremness 3","precision ESBG_polarisation 3","precision mean [own-boundary] of turtles 3","precision standard-deviation [own-boundary] of turtles 3","precision mean [own-conformity] of turtles 3","precision standard-deviation [own-conformity] of turtles 3","SPIRO_0.15","SPIRO_0.25","SPIRO_0.35","SPIRO_0.45","SPIRO_0.55","SPIRO_0.65","SPIRO_0.75","SPIRO_0.85"
"75","40","101","true","false","normal","0.1","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.688","0.679","0.678","0.108","0.046","0.768","0.104","101","0","0","0","0","0","0","0"
"77","37","101","false","false","normal","0.1","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.629","0.557","0.395","0.103","0.046","0.796","0.1","101","0","0","0","0","0","0","0"
"78","38","101","false","false","normal","0.1","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.534","0.509","0.355","0.107","0.044","0.797","0.087","101","0","0","0","0","0","0","0"
"79","39","101","false","false","normal","0.1","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.408","0.255","0.098","0.052","0.797","0.095","101","0","0","0","0","0","0","0"
"80","40","101","false","false","normal","0.1","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.546","0.541","0.472","0.102","0.044","0.8","0.09","101","0","0","0","0","0","0","0"
"81","36","101","true","false","normal","0.15","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.447","0.445","0.445","0.147","0.053","0.81","0.096","101","0","0","0","0","0","0","0"
"82","37","101","true","false","normal","0.15","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.507","0.503","0.498","0.147","0.051","0.792","0.1","101","0","0","0","0","0","0","0"
"84","39","101","true","false","normal","0.15","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.497","0.493","0.493","0.15","0.051","0.798","0.092","101","0","0","0","0","0","0","0"
"83","38","101","true","false","normal","0.15","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.496","0.494","0.494","0.156","0.045","0.812","0.096","101","0","0","0","0","0","0","0"
"85","40","101","true","false","normal","0.15","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.316","0.315","0.312","0.141","0.053","0.803","0.096","101","0","0","0","0","0","0","0"
"86","36","101","false","false","normal","0.15","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.309","0.305","0.299","0.147","0.051","0.8","0.096","101","0","0","0","0","0","0","0"
"88","38","101","false","false","normal","0.15","0.05","normal","0.8","0.1","true","individual","normal","0","0","8","0.15","0.85","0.1","true","2","true","false","1","true","50","true","1","1","1","HK","365","1.0E-5","400","false","1","364","365","0.515","0.504","0.377","0.157","0.044","0.797","0.087","101","0","0","0","0","0","0","0"
